contract_id,equipment_id,region,country,contract_type,contract_start,contract_end,status,annual_value_eur
CON004128,EQ01640,APMEA,South Korea,Basic Maintenance,2023-04-01,2024-04-01,Renewed,2452.0
CON004129,EQ01641,Europe,Finland,Basic Maintenance,2020-12-01,2021-12-01,Renewed,2712.0
CON004130,EQ01641,Europe,Finland,Basic Maintenance,2021-12-01,2022-12-01,Renewed,2712.0
CON004131,EQ01641,Europe,Finland,Basic Maintenance,2022-12-01,2023-12-01,Renewed,2712.0
CON004132,EQ01642,APMEA,Australia,Full Maintenance,2021-08-01,2022-08-01,Renewed,4346.0
CON004133,EQ01642,APMEA,Australia,Full Maintenance,2022-08-01,2023-08-01,Renewed,4346.0
CON004134,EQ01642,APMEA,Australia,Full Maintenance,2023-08-01,2024-08-01,Renewed,4346.0
CON004135,EQ01643,Europe,Germany,Full Maintenance,2022-10-01,2023-10-01,Renewed,5343.0
CON004136,EQ01643,Europe,Germany,Full Maintenance,2023-10-01,2024-10-01,Renewed,5343.0
CON004137,EQ01643,Europe,Germany,Full Maintenance,2024-10-01,2025-10-01,Renewed,5343.0
CON004138,EQ01645,Greater China,China,Basic Maintenance,2022-02-01,2023-02-01,Renewed,3009.0
CON004139,EQ01645,Greater China,China,Basic Maintenance,2023-02-01,2024-02-01,Renewed,3009.0
CON004140,EQ01645,Greater China,China,Basic Maintenance,2024-02-01,2025-02-01,Renewed,3009.0
CON004141,EQ01647,Greater China,China,Full Maintenance,2021-03-01,2022-03-01,Renewed,5584.0
CON004142,EQ01647,Greater China,China,Full Maintenance,2022-03-01,2023-03-01,Renewed,5584.0
CON004143,EQ01647,Greater China,China,Full Maintenance,2023-03-01,2024-03-01,Renewed,5584.0
CON004144,EQ01648,Americas,Mexico,Full Maintenance,2020-11-01,2021-11-01,Renewed,4011.0
CON004145,EQ01648,Americas,Mexico,Full Maintenance,2021-11-01,2022-11-01,Renewed,4011.0
CON004146,EQ01648,Americas,Mexico,Full Maintenance,2022-11-01,2023-11-01,Cancelled,4011.0
CON004147,EQ01649,Americas,Brazil,Full Maintenance,2021-10-01,2022-10-01,Renewed,5289.0
CON004148,EQ01649,Americas,Brazil,Full Maintenance,2022-10-01,2023-10-01,Renewed,5289.0
CON004149,EQ01649,Americas,Brazil,Full Maintenance,2023-10-01,2024-10-01,Cancelled,5289.0
CON004150,EQ01650,Americas,USA,Basic Maintenance,2020-09-01,2021-09-01,Renewed,2294.0
CON004151,EQ01650,Americas,USA,Basic Maintenance,2021-09-01,2022-09-01,Renewed,2294.0
CON004152,EQ01650,Americas,USA,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2294.0
CON004153,EQ01651,Greater China,China,Full Maintenance,2020-09-01,2021-09-01,Renewed,4095.0
CON004154,EQ01651,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4095.0
CON004155,EQ01651,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4095.0
CON004156,EQ01652,Greater China,China,Full Maintenance,2020-09-01,2021-09-01,Renewed,5011.0
CON004157,EQ01652,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,5011.0
CON004158,EQ01652,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,5011.0
CON004159,EQ01653,Greater China,China,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2565.0
CON004160,EQ01653,Greater China,China,Basic Maintenance,2023-09-01,2024-09-01,Renewed,2565.0
CON004161,EQ01653,Greater China,China,Basic Maintenance,2024-09-01,2025-09-01,Cancelled,2565.0
CON004162,EQ01654,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4300.0
CON004163,EQ01654,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4300.0
CON004164,EQ01654,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Renewed,4300.0
CON004165,EQ01655,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,6439.0
CON004166,EQ01655,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,6439.0
CON004167,EQ01655,Greater China,China,Full Maintenance,2025-08-01,2026-08-01,Active,6439.0
CON004168,EQ01656,APMEA,Australia,Full Maintenance,2023-05-01,2024-05-01,Renewed,5446.0
CON004169,EQ01656,APMEA,Australia,Full Maintenance,2024-05-01,2025-05-01,Renewed,5446.0
CON004170,EQ01656,APMEA,Australia,Full Maintenance,2025-05-01,2026-05-01,Renewed,5446.0
CON004171,EQ01657,Europe,Sweden,Basic Maintenance,2022-06-01,2023-06-01,Renewed,2776.0
CON004172,EQ01657,Europe,Sweden,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2776.0
CON004173,EQ01657,Europe,Sweden,Basic Maintenance,2024-06-01,2025-06-01,Cancelled,2776.0
CON004174,EQ01658,Greater China,China,Full Maintenance,2022-05-01,2023-05-01,Renewed,4133.0
CON004175,EQ01658,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,4133.0
CON004176,EQ01658,Greater China,China,Full Maintenance,2024-05-01,2025-05-01,Cancelled,4133.0
CON004177,EQ01659,Greater China,China,Full Maintenance,2021-06-01,2022-06-01,Renewed,5620.0
CON004178,EQ01659,Greater China,China,Full Maintenance,2022-06-01,2023-06-01,Renewed,5620.0
CON004179,EQ01659,Greater China,China,Full Maintenance,2023-06-01,2024-06-01,Renewed,5620.0
CON004180,EQ01660,Europe,Sweden,Full Maintenance,2023-04-01,2024-04-01,Renewed,3795.0
CON004181,EQ01660,Europe,Sweden,Full Maintenance,2024-04-01,2025-04-01,Renewed,3795.0
CON004182,EQ01660,Europe,Sweden,Full Maintenance,2025-04-01,2026-04-01,Renewed,3795.0
CON004183,EQ01661,Europe,France,Basic Maintenance,2023-05-01,2024-05-01,Renewed,1623.0
CON004184,EQ01661,Europe,France,Basic Maintenance,2024-05-01,2025-05-01,Renewed,1623.0
CON004185,EQ01661,Europe,France,Basic Maintenance,2025-05-01,2026-05-01,Renewed,1623.0
CON004186,EQ01662,Europe,Sweden,Basic Maintenance,2020-04-01,2021-04-01,Renewed,1680.0
CON004187,EQ01662,Europe,Sweden,Basic Maintenance,2021-04-01,2022-04-01,Renewed,1680.0
CON004188,EQ01662,Europe,Sweden,Basic Maintenance,2022-04-01,2023-04-01,Renewed,1680.0
CON004189,EQ01663,APMEA,South Korea,Full Maintenance,2022-07-01,2023-07-01,Renewed,4351.0
CON004190,EQ01663,APMEA,South Korea,Full Maintenance,2023-07-01,2024-07-01,Renewed,4351.0
CON004191,EQ01663,APMEA,South Korea,Full Maintenance,2024-07-01,2025-07-01,Renewed,4351.0
CON004192,EQ01664,Europe,Finland,Full Maintenance,2023-10-01,2024-10-01,Renewed,4225.0
CON004193,EQ01664,Europe,Finland,Full Maintenance,2024-10-01,2025-10-01,Renewed,4225.0
CON004194,EQ01664,Europe,Finland,Full Maintenance,2025-10-01,2026-10-01,Active,4225.0
CON004195,EQ01667,Greater China,China,Basic Maintenance,2023-02-01,2024-02-01,Renewed,2254.0
CON004196,EQ01667,Greater China,China,Basic Maintenance,2024-02-01,2025-02-01,Cancelled,2254.0
CON004197,EQ01669,Greater China,China,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2186.0
CON004198,EQ01669,Greater China,China,Basic Maintenance,2024-07-01,2025-07-01,Cancelled,2186.0
CON004199,EQ01670,Americas,Mexico,Basic Maintenance,2020-11-01,2021-11-01,Renewed,2863.0
CON004200,EQ01670,Americas,Mexico,Basic Maintenance,2021-11-01,2022-11-01,Renewed,2863.0
CON004201,EQ01670,Americas,Mexico,Basic Maintenance,2022-11-01,2023-11-01,Renewed,2863.0
CON004202,EQ01671,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,5798.0
CON004203,EQ01671,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Cancelled,5798.0
CON004204,EQ01672,APMEA,India,Full Maintenance,2020-07-01,2021-07-01,Renewed,5413.0
CON004205,EQ01672,APMEA,India,Full Maintenance,2021-07-01,2022-07-01,Renewed,5413.0
CON004206,EQ01672,APMEA,India,Full Maintenance,2022-07-01,2023-07-01,Renewed,5413.0
CON004207,EQ01673,APMEA,India,Full Maintenance,2022-04-01,2023-04-01,Renewed,4360.0
CON004208,EQ01673,APMEA,India,Full Maintenance,2023-04-01,2024-04-01,Renewed,4360.0
CON004209,EQ01673,APMEA,India,Full Maintenance,2024-04-01,2025-04-01,Renewed,4360.0
CON004210,EQ01674,Americas,USA,Basic Maintenance,2020-01-01,2021-01-01,Renewed,2208.0
CON004211,EQ01674,Americas,USA,Basic Maintenance,2021-01-01,2022-01-01,Renewed,2208.0
CON004212,EQ01674,Americas,USA,Basic Maintenance,2022-01-01,2023-01-01,Cancelled,2208.0
CON004213,EQ01676,Greater China,China,Basic Maintenance,2021-09-01,2022-09-01,Renewed,2340.0
CON004214,EQ01676,Greater China,China,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2340.0
CON004215,EQ01676,Greater China,China,Basic Maintenance,2023-09-01,2024-09-01,Renewed,2340.0
CON004216,EQ01677,Greater China,China,Full Maintenance,2021-01-01,2022-01-01,Renewed,4273.0
CON004217,EQ01677,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,4273.0
CON004218,EQ01677,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,4273.0
CON004219,EQ01678,Europe,France,Full Maintenance,2023-06-01,2024-06-01,Renewed,4642.0
CON004220,EQ01678,Europe,France,Full Maintenance,2024-06-01,2025-06-01,Renewed,4642.0
CON004221,EQ01678,Europe,France,Full Maintenance,2025-06-01,2026-06-01,Active,4642.0
CON004222,EQ01679,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,5233.0
CON004223,EQ01679,Greater China,China,Full Maintenance,2024-05-01,2025-05-01,Cancelled,5233.0
CON004224,EQ01680,Americas,Brazil,Full Maintenance,2020-07-01,2021-07-01,Renewed,4865.0
CON004225,EQ01680,Americas,Brazil,Full Maintenance,2021-07-01,2022-07-01,Renewed,4865.0
CON004226,EQ01680,Americas,Brazil,Full Maintenance,2022-07-01,2023-07-01,Renewed,4865.0
CON004227,EQ01681,Greater China,China,Basic Maintenance,2022-02-01,2023-02-01,Renewed,1429.0
CON004228,EQ01681,Greater China,China,Basic Maintenance,2023-02-01,2024-02-01,Renewed,1429.0
CON004229,EQ01681,Greater China,China,Basic Maintenance,2024-02-01,2025-02-01,Renewed,1429.0
CON004230,EQ01683,Europe,Sweden,Full Maintenance,2021-03-01,2022-03-01,Renewed,4951.0
CON004231,EQ01683,Europe,Sweden,Full Maintenance,2022-03-01,2023-03-01,Renewed,4951.0
CON004232,EQ01683,Europe,Sweden,Full Maintenance,2023-03-01,2024-03-01,Renewed,4951.0
CON004233,EQ01684,Americas,Canada,Full Maintenance,2023-11-01,2024-11-01,Renewed,4792.0
CON004234,EQ01684,Americas,Canada,Full Maintenance,2024-11-01,2025-11-01,Renewed,4792.0
CON004235,EQ01684,Americas,Canada,Full Maintenance,2025-11-01,2026-11-01,Active,4792.0
CON004236,EQ01685,Greater China,China,Basic Maintenance,2023-04-01,2024-04-01,Renewed,3313.0
CON004237,EQ01685,Greater China,China,Basic Maintenance,2024-04-01,2025-04-01,Renewed,3313.0
CON004238,EQ01685,Greater China,China,Basic Maintenance,2025-04-01,2026-04-01,Renewed,3313.0
CON004239,EQ01686,APMEA,India,Full Maintenance,2021-04-01,2022-04-01,Renewed,5970.0
CON004240,EQ01686,APMEA,India,Full Maintenance,2022-04-01,2023-04-01,Renewed,5970.0
CON004241,EQ01686,APMEA,India,Full Maintenance,2023-04-01,2024-04-01,Renewed,5970.0
CON004242,EQ01688,Europe,Poland,Full Maintenance,2020-02-01,2021-02-01,Renewed,4062.0
CON004243,EQ01688,Europe,Poland,Full Maintenance,2021-02-01,2022-02-01,Renewed,4062.0
CON004244,EQ01688,Europe,Poland,Full Maintenance,2022-02-01,2023-02-01,Renewed,4062.0
CON004245,EQ01689,Europe,Netherlands,Full Maintenance,2023-06-01,2024-06-01,Renewed,4846.0
CON004246,EQ01689,Europe,Netherlands,Full Maintenance,2024-06-01,2025-06-01,Renewed,4846.0
CON004247,EQ01689,Europe,Netherlands,Full Maintenance,2025-06-01,2026-06-01,Active,4846.0
CON004248,EQ01690,Americas,Mexico,Full Maintenance,2023-08-01,2024-08-01,Renewed,5743.0
CON004249,EQ01690,Americas,Mexico,Full Maintenance,2024-08-01,2025-08-01,Renewed,5743.0
CON004250,EQ01690,Americas,Mexico,Full Maintenance,2025-08-01,2026-08-01,Active,5743.0
CON004251,EQ01691,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4272.0
CON004252,EQ01691,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4272.0
CON004253,EQ01691,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Renewed,4272.0
CON004254,EQ01692,Europe,Finland,Basic Maintenance,2020-08-01,2021-08-01,Renewed,2004.0
CON004255,EQ01692,Europe,Finland,Basic Maintenance,2021-08-01,2022-08-01,Renewed,2004.0
CON004256,EQ01692,Europe,Finland,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2004.0
CON004257,EQ01693,Greater China,China,Full Maintenance,2021-01-01,2022-01-01,Renewed,5441.0
CON004258,EQ01693,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,5441.0
CON004259,EQ01693,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,5441.0
CON004260,EQ01694,Greater China,China,Full Maintenance,2021-01-01,2022-01-01,Renewed,5325.0
CON004261,EQ01694,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,5325.0
CON004262,EQ01694,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Cancelled,5325.0
CON004263,EQ01695,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,5407.0
CON004264,EQ01695,Greater China,China,Full Maintenance,2024-02-01,2025-02-01,Renewed,5407.0
CON004265,EQ01695,Greater China,China,Full Maintenance,2025-02-01,2026-02-01,Renewed,5407.0
CON004266,EQ01696,Greater China,China,Full Maintenance,2023-12-01,2024-12-01,Renewed,4792.0
CON004267,EQ01696,Greater China,China,Full Maintenance,2024-12-01,2025-12-01,Renewed,4792.0
CON004268,EQ01696,Greater China,China,Full Maintenance,2025-12-01,2026-12-01,Active,4792.0
CON004269,EQ01697,Greater China,China,Full Maintenance,2021-10-01,2022-10-01,Renewed,5476.0
CON004270,EQ01697,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,5476.0
CON004271,EQ01697,Greater China,China,Full Maintenance,2023-10-01,2024-10-01,Renewed,5476.0
CON004272,EQ01698,Greater China,China,Full Maintenance,2020-11-01,2021-11-01,Renewed,3832.0
CON004273,EQ01698,Greater China,China,Full Maintenance,2021-11-01,2022-11-01,Renewed,3832.0
CON004274,EQ01698,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Renewed,3832.0
CON004275,EQ01699,APMEA,UAE,Basic Maintenance,2020-09-01,2021-09-01,Renewed,2305.0
CON004276,EQ01699,APMEA,UAE,Basic Maintenance,2021-09-01,2022-09-01,Renewed,2305.0
CON004277,EQ01699,APMEA,UAE,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2305.0
CON004278,EQ01701,APMEA,UAE,Full Maintenance,2020-12-01,2021-12-01,Renewed,5616.0
CON004279,EQ01701,APMEA,UAE,Full Maintenance,2021-12-01,2022-12-01,Renewed,5616.0
CON004280,EQ01701,APMEA,UAE,Full Maintenance,2022-12-01,2023-12-01,Renewed,5616.0
CON004281,EQ01702,Europe,Netherlands,Full Maintenance,2023-11-01,2024-11-01,Renewed,4918.0
CON004282,EQ01702,Europe,Netherlands,Full Maintenance,2024-11-01,2025-11-01,Renewed,4918.0
CON004283,EQ01702,Europe,Netherlands,Full Maintenance,2025-11-01,2026-11-01,Active,4918.0
CON004284,EQ01703,Greater China,China,Full Maintenance,2020-07-01,2021-07-01,Renewed,6705.0
CON004285,EQ01703,Greater China,China,Full Maintenance,2021-07-01,2022-07-01,Renewed,6705.0
CON004286,EQ01703,Greater China,China,Full Maintenance,2022-07-01,2023-07-01,Renewed,6705.0
CON004287,EQ01704,Europe,Finland,Full Maintenance,2022-07-01,2023-07-01,Renewed,4475.0
CON004288,EQ01704,Europe,Finland,Full Maintenance,2023-07-01,2024-07-01,Renewed,4475.0
CON004289,EQ01704,Europe,Finland,Full Maintenance,2024-07-01,2025-07-01,Renewed,4475.0
CON004290,EQ01705,Europe,Netherlands,Basic Maintenance,2021-03-01,2022-03-01,Renewed,2347.0
CON004291,EQ01705,Europe,Netherlands,Basic Maintenance,2022-03-01,2023-03-01,Renewed,2347.0
CON004292,EQ01705,Europe,Netherlands,Basic Maintenance,2023-03-01,2024-03-01,Renewed,2347.0
CON004293,EQ01706,Greater China,China,Basic Maintenance,2023-11-01,2024-11-01,Renewed,2541.0
CON004294,EQ01706,Greater China,China,Basic Maintenance,2024-11-01,2025-11-01,Renewed,2541.0
CON004295,EQ01706,Greater China,China,Basic Maintenance,2025-11-01,2026-11-01,Active,2541.0
CON004296,EQ01707,Europe,Finland,Basic Maintenance,2021-07-01,2022-07-01,Renewed,2585.0
CON004297,EQ01707,Europe,Finland,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2585.0
CON004298,EQ01707,Europe,Finland,Basic Maintenance,2023-07-01,2024-07-01,Cancelled,2585.0
CON004299,EQ01708,Greater China,China,Full Maintenance,2021-08-01,2022-08-01,Renewed,4312.0
CON004300,EQ01708,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,4312.0
CON004301,EQ01708,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,4312.0
CON004302,EQ01709,Europe,Sweden,Full Maintenance,2020-11-01,2021-11-01,Renewed,5863.0
CON004303,EQ01709,Europe,Sweden,Full Maintenance,2021-11-01,2022-11-01,Renewed,5863.0
CON004304,EQ01709,Europe,Sweden,Full Maintenance,2022-11-01,2023-11-01,Renewed,5863.0
CON004305,EQ01711,Greater China,China,Full Maintenance,2021-10-01,2022-10-01,Renewed,4909.0
CON004306,EQ01711,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,4909.0
CON004307,EQ01711,Greater China,China,Full Maintenance,2023-10-01,2024-10-01,Renewed,4909.0
CON004308,EQ01712,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,3812.0
CON004309,EQ01712,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,3812.0
CON004310,EQ01712,Greater China,China,Full Maintenance,2025-08-01,2026-08-01,Active,3812.0
CON004311,EQ01714,Europe,Sweden,Basic Maintenance,2021-04-01,2022-04-01,Renewed,2571.0
CON004312,EQ01714,Europe,Sweden,Basic Maintenance,2022-04-01,2023-04-01,Renewed,2571.0
CON004313,EQ01714,Europe,Sweden,Basic Maintenance,2023-04-01,2024-04-01,Cancelled,2571.0
CON004314,EQ01715,Greater China,China,Basic Maintenance,2020-04-01,2021-04-01,Renewed,2645.0
CON004315,EQ01715,Greater China,China,Basic Maintenance,2021-04-01,2022-04-01,Renewed,2645.0
CON004316,EQ01715,Greater China,China,Basic Maintenance,2022-04-01,2023-04-01,Renewed,2645.0
CON004317,EQ01716,APMEA,Saudi Arabia,Full Maintenance,2021-03-01,2022-03-01,Renewed,5028.0
CON004318,EQ01716,APMEA,Saudi Arabia,Full Maintenance,2022-03-01,2023-03-01,Renewed,5028.0
CON004319,EQ01716,APMEA,Saudi Arabia,Full Maintenance,2023-03-01,2024-03-01,Cancelled,5028.0
CON004320,EQ01717,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Renewed,5603.0
CON004321,EQ01717,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,5603.0
CON004322,EQ01717,Greater China,China,Full Maintenance,2024-11-01,2025-11-01,Renewed,5603.0
CON004323,EQ01718,Americas,Brazil,Full Maintenance,2020-11-01,2021-11-01,Renewed,4818.0
CON004324,EQ01718,Americas,Brazil,Full Maintenance,2021-11-01,2022-11-01,Renewed,4818.0
CON004325,EQ01718,Americas,Brazil,Full Maintenance,2022-11-01,2023-11-01,Renewed,4818.0
CON004326,EQ01719,APMEA,Australia,Basic Maintenance,2021-07-01,2022-07-01,Renewed,2321.0
CON004327,EQ01719,APMEA,Australia,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2321.0
CON004328,EQ01719,APMEA,Australia,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2321.0
CON004329,EQ01720,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,5445.0
CON004330,EQ01720,Greater China,China,Full Maintenance,2024-02-01,2025-02-01,Renewed,5445.0
CON004331,EQ01720,Greater China,China,Full Maintenance,2025-02-01,2026-02-01,Renewed,5445.0
CON004332,EQ01721,Greater China,China,Basic Maintenance,2023-11-01,2024-11-01,Renewed,1614.0
CON004333,EQ01721,Greater China,China,Basic Maintenance,2024-11-01,2025-11-01,Renewed,1614.0
CON004334,EQ01721,Greater China,China,Basic Maintenance,2025-11-01,2026-11-01,Cancelled,1614.0
CON004335,EQ01722,Greater China,China,Basic Maintenance,2020-04-01,2021-04-01,Renewed,3148.0
CON004336,EQ01722,Greater China,China,Basic Maintenance,2021-04-01,2022-04-01,Renewed,3148.0
CON004337,EQ01722,Greater China,China,Basic Maintenance,2022-04-01,2023-04-01,Renewed,3148.0
CON004338,EQ01723,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,4817.0
CON004339,EQ01723,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,4817.0
CON004340,EQ01723,Greater China,China,Full Maintenance,2023-09-01,2024-09-01,Renewed,4817.0
CON004341,EQ01724,Greater China,China,Full Maintenance,2022-01-01,2023-01-01,Renewed,4898.0
CON004342,EQ01724,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,4898.0
CON004343,EQ01724,Greater China,China,Full Maintenance,2024-01-01,2025-01-01,Renewed,4898.0
CON004344,EQ01725,Americas,Mexico,Full Maintenance,2020-09-01,2021-09-01,Renewed,5551.0
CON004345,EQ01725,Americas,Mexico,Full Maintenance,2021-09-01,2022-09-01,Renewed,5551.0
CON004346,EQ01725,Americas,Mexico,Full Maintenance,2022-09-01,2023-09-01,Renewed,5551.0
CON004347,EQ01726,Greater China,China,Basic Maintenance,2023-09-01,2024-09-01,Renewed,2588.0
CON004348,EQ01726,Greater China,China,Basic Maintenance,2024-09-01,2025-09-01,Renewed,2588.0
CON004349,EQ01726,Greater China,China,Basic Maintenance,2025-09-01,2026-09-01,Active,2588.0
CON004350,EQ01727,Europe,Finland,Basic Maintenance,2022-12-01,2023-12-01,Renewed,1778.0
CON004351,EQ01727,Europe,Finland,Basic Maintenance,2023-12-01,2024-12-01,Renewed,1778.0
CON004352,EQ01727,Europe,Finland,Basic Maintenance,2024-12-01,2025-12-01,Renewed,1778.0
CON004353,EQ01728,APMEA,India,Basic Maintenance,2022-12-01,2023-12-01,Renewed,1676.0
CON004354,EQ01728,APMEA,India,Basic Maintenance,2023-12-01,2024-12-01,Renewed,1676.0
CON004355,EQ01728,APMEA,India,Basic Maintenance,2024-12-01,2025-12-01,Renewed,1676.0
CON004356,EQ01729,Americas,Canada,Full Maintenance,2021-05-01,2022-05-01,Renewed,3654.0
CON004357,EQ01729,Americas,Canada,Full Maintenance,2022-05-01,2023-05-01,Renewed,3654.0
CON004358,EQ01729,Americas,Canada,Full Maintenance,2023-05-01,2024-05-01,Renewed,3654.0
CON004359,EQ01730,Europe,France,Full Maintenance,2020-12-01,2021-12-01,Renewed,4684.0
CON004360,EQ01730,Europe,France,Full Maintenance,2021-12-01,2022-12-01,Renewed,4684.0
CON004361,EQ01730,Europe,France,Full Maintenance,2022-12-01,2023-12-01,Renewed,4684.0
CON004362,EQ01731,Greater China,China,Basic Maintenance,2023-01-01,2024-01-01,Renewed,2894.0
CON004363,EQ01731,Greater China,China,Basic Maintenance,2024-01-01,2025-01-01,Renewed,2894.0
CON004364,EQ01731,Greater China,China,Basic Maintenance,2025-01-01,2026-01-01,Renewed,2894.0
CON004365,EQ01732,Europe,Poland,Full Maintenance,2021-11-01,2022-11-01,Renewed,5086.0
CON004366,EQ01732,Europe,Poland,Full Maintenance,2022-11-01,2023-11-01,Renewed,5086.0
CON004367,EQ01732,Europe,Poland,Full Maintenance,2023-11-01,2024-11-01,Renewed,5086.0
CON004368,EQ01733,Europe,Poland,Basic Maintenance,2020-06-01,2021-06-01,Renewed,2395.0
CON004369,EQ01733,Europe,Poland,Basic Maintenance,2021-06-01,2022-06-01,Cancelled,2395.0
CON004370,EQ01734,Europe,Finland,Basic Maintenance,2021-02-01,2022-02-01,Renewed,2703.0
CON004371,EQ01734,Europe,Finland,Basic Maintenance,2022-02-01,2023-02-01,Renewed,2703.0
CON004372,EQ01734,Europe,Finland,Basic Maintenance,2023-02-01,2024-02-01,Renewed,2703.0
CON004373,EQ01735,Greater China,China,Full Maintenance,2022-03-01,2023-03-01,Renewed,4306.0
CON004374,EQ01735,Greater China,China,Full Maintenance,2023-03-01,2024-03-01,Renewed,4306.0
CON004375,EQ01735,Greater China,China,Full Maintenance,2024-03-01,2025-03-01,Renewed,4306.0
CON004376,EQ01736,APMEA,Saudi Arabia,Full Maintenance,2021-01-01,2022-01-01,Renewed,4535.0
CON004377,EQ01736,APMEA,Saudi Arabia,Full Maintenance,2022-01-01,2023-01-01,Renewed,4535.0
CON004378,EQ01736,APMEA,Saudi Arabia,Full Maintenance,2023-01-01,2024-01-01,Cancelled,4535.0
CON004379,EQ01737,Europe,Sweden,Full Maintenance,2022-01-01,2023-01-01,Renewed,3937.0
CON004380,EQ01737,Europe,Sweden,Full Maintenance,2023-01-01,2024-01-01,Renewed,3937.0
CON004381,EQ01737,Europe,Sweden,Full Maintenance,2024-01-01,2025-01-01,Renewed,3937.0
CON004382,EQ01738,Greater China,China,Full Maintenance,2022-03-01,2023-03-01,Renewed,4900.0
CON004383,EQ01738,Greater China,China,Full Maintenance,2023-03-01,2024-03-01,Renewed,4900.0
CON004384,EQ01738,Greater China,China,Full Maintenance,2024-03-01,2025-03-01,Renewed,4900.0
CON004385,EQ01739,Greater China,China,Basic Maintenance,2021-01-01,2022-01-01,Renewed,2891.0
CON004386,EQ01739,Greater China,China,Basic Maintenance,2022-01-01,2023-01-01,Renewed,2891.0
CON004387,EQ01739,Greater China,China,Basic Maintenance,2023-01-01,2024-01-01,Renewed,2891.0
CON004388,EQ01740,Europe,Sweden,Basic Maintenance,2020-02-01,2021-02-01,Renewed,1105.0
CON004389,EQ01740,Europe,Sweden,Basic Maintenance,2021-02-01,2022-02-01,Renewed,1105.0
CON004390,EQ01740,Europe,Sweden,Basic Maintenance,2022-02-01,2023-02-01,Renewed,1105.0
CON004391,EQ01742,Americas,Canada,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2481.0
CON004392,EQ01742,Americas,Canada,Basic Maintenance,2024-08-01,2025-08-01,Renewed,2481.0
CON004393,EQ01742,Americas,Canada,Basic Maintenance,2025-08-01,2026-08-01,Cancelled,2481.0
CON004394,EQ01743,Americas,USA,Full Maintenance,2023-08-01,2024-08-01,Renewed,4723.0
CON004395,EQ01743,Americas,USA,Full Maintenance,2024-08-01,2025-08-01,Renewed,4723.0
CON004396,EQ01743,Americas,USA,Full Maintenance,2025-08-01,2026-08-01,Active,4723.0
CON004397,EQ01744,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Renewed,4519.0
CON004398,EQ01744,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,4519.0
CON004399,EQ01744,Greater China,China,Full Maintenance,2024-11-01,2025-11-01,Renewed,4519.0
